Timestep,Throughput
1,0
2,0
3,0
4,0
5,0
6,0
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,4
18,4
19,4
20,4
21,4
22,4
23,4
24,4
25,4
26,4
27,6
28,6
29,6
30,6
31,6
32,6
33,6
34,6
35,6
36,6
37,8
38,8
39,8
40,8
41,8
42,8
43,8
44,8
45,8
46,8
47,9
48,9
49,9
50,9
51,9
52,9
53,9
54,9
55,9
56,9
57,10
58,10
59,10
60,10
61,10
62,10
63,10
64,10
65,10
66,10
67,11
68,11
69,11
70,11
71,11
72,11
73,11
74,11
75,11
76,11
77,12
78,12
79,12
80,12
81,12
82,12
83,12
84,12
85,12
86,12
87,13
88,13
89,13
90,13
91,13
92,13
93,13
94,13
95,13
96,13
97,14
98,14
99,14
100,14
101,14
102,14
103,14
104,14
105,14
106,14
107,15
108,15
109,15
110,15
111,15
112,15
113,15
114,15
115,15
116,15
117,17
118,17
119,17
120,17
121,17
122,17
123,17
124,17
125,17
126,17
127,18
128,18
129,18
130,18
131,18
132,18
133,18
134,18
135,18
136,18
137,19
138,19
139,19
140,19
141,19
142,19
143,19
144,19
145,19
146,19
147,20
148,20
149,20
150,20
151,20
152,20
153,20
154,20
155,20
156,20
157,21
158,21
159,21
160,21
161,21
162,21
163,21
164,21
165,21
166,21
167,22
168,22
169,22
170,22
171,22
172,22
173,22
174,22
175,22
176,22
177,23
178,24
179,24
180,24
181,24
182,24
183,24
184,24
185,24
186,24
187,25
188,26
189,26
190,26
191,26
192,26
193,26
194,26
195,26
196,26
197,27
198,28
199,28
200,28
201,28
202,28
203,28
204,28
205,28
206,28
207,29
208,30
209,30
210,30
211,30
212,30
213,30
214,30
215,30
216,30
217,31
218,32
219,32
220,32
221,32
222,32
223,32
224,32
225,32
226,32
227,33
228,34
229,34
230,34
231,34
232,34
233,34
234,34
235,34
236,34
237,35
238,36
239,36
240,36
241,36
242,36
243,36
244,36
245,36
246,36
247,37
248,38
249,38
250,38
251,38
252,38
253,38
254,38
255,38
256,38
257,39
258,39
259,39
260,39
261,39
262,39
263,39
264,39
265,39
266,39
267,40
268,40
269,40
270,40
271,40
272,40
273,40
274,40
275,40
276,40
277,41
278,41
279,41
