Timestep,Throughput
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,2
15,2
16,2
17,2
18,2
19,3
20,3
21,3
22,3
23,6
24,6
25,6
26,6
27,6
28,6
29,7
30,7
31,7
32,7
33,7
34,7
35,7
36,7
37,8
38,8
39,8
40,8
41,8
42,8
43,8
44,8
45,8
46,9
47,9
48,9
49,9
50,10
51,10
52,10
53,10
54,10
55,10
56,10
57,11
58,11
59,12
60,12
61,12
62,12
63,15
64,15
65,15
66,16
67,16
68,16
69,17
70,17
71,17
72,17
73,17
74,17
75,17
76,17
77,17
78,17
79,17
80,17
81,17
82,17
83,18
84,18
85,18
86,19
87,19
88,19
89,19
90,19
91,19
92,19
93,19
94,19
95,19
96,20
97,21
98,21
99,21
100,21
101,21
102,21
103,23
104,23
105,23
106,24
107,24
108,24
109,24
110,24
111,24
112,24
113,24
114,24
115,24
116,24
117,24
118,24
119,24
120,24
121,24
122,25
123,25
124,25
125,25
126,25
127,25
128,25
129,25
130,25
131,25
132,25
133,25
134,25
135,25
136,25
137,26
138,26
139,26
140,26
141,26
142,26
143,26
144,26
145,28
146,28
147,28
148,28
149,28
150,28
151,28
152,28
153,28
154,28
155,28
156,28
157,28
158,28
159,28
160,29
161,29
162,29
163,29
164,30
165,31
166,31
167,31
168,31
169,31
170,31
171,31
172,31
173,31
174,31
175,31
176,31
177,33
178,34
179,34
180,34
181,34
182,34
183,34
184,34
185,34
186,34
187,34
188,35
189,36
190,36
191,36
192,36
193,36
194,36
195,36
196,36
197,36
198,36
199,36
200,37
201,37
202,37
203,37
204,37
205,37
206,38
207,40
208,40
209,40
210,43
211,43
212,43
213,43
214,43
215,43
216,43
217,43
218,43
219,43
220,44
221,46
222,46
223,46
224,46
225,46
226,46
227,46
228,47
229,50
230,50
231,50
232,51
233,51
234,51
235,51
236,51
237,51
238,51
239,51
240,51
241,51
242,51
243,52
244,52
245,52
246,52
247,53
248,54
249,54
250,55
251,55
252,55
253,55
254,55
255,55
256,55
257,55
258,55
259,55
260,55
261,56
262,56
263,56
264,56
265,57
266,57
267,58
268,58
269,61
270,61
271,61
272,61
273,61
274,61
275,61
276,61
277,61
278,61
279,61
280,61
281,62
282,62
283,62
284,62
285,62
286,62
287,62
288,62
289,62
290,62
291,62
292,62
293,62
294,62
295,62
296,62
297,62
298,62
299,62
300,62
301,62
302,62
303,63
304,63
305,63
306,63
307,63
308,63
309,63
310,63
311,63
312,63
313,63
314,63
315,63
316,64
317,64
318,64
319,64
320,64
321,64
322,64
323,64
324,64
325,64
326,64
327,64
328,64
329,64
330,64
331,64
332,64
333,64
334,64
335,64
336,64
337,64
338,64
339,64
340,64
341,64
342,64
343,64
344,64
345,65
346,72
347,72
348,72
349,72
350,72
351,72
352,72
353,72
354,72
355,72
356,72
357,72
358,72
359,72
360,72
361,72
362,72
363,72
364,72
365,72
366,72
367,72
368,73
369,73
370,73
371,73
372,76
373,76
374,76
375,76
376,76
377,76
378,76
379,76
380,76
381,76
382,76
383,76
384,76
385,76
386,76
387,76
388,76
389,76
390,76
391,76
392,76
393,76
394,76
395,76
396,76
397,76
398,76
399,76
400,76
401,76
402,76
403,76
404,76
405,76
406,76
407,76
408,76
409,76
410,76
411,76
412,76
413,76
414,76
415,76
416,76
417,76
418,76
419,76
420,76
421,76
422,76
423,76
424,76
425,76
426,76
427,76
428,76
429,76
430,76
431,76
432,76
433,76
434,76
435,76
436,76
437,76
438,76
439,76
440,76
441,76
442,76
443,76
444,76
445,76
446,76
447,76
448,76
449,76
450,76
451,76
452,76
453,76
454,76
455,76
456,76
457,76
458,76
459,76
460,76
461,76
462,76
463,76
464,76
465,76
466,76
467,76
468,76
469,76
470,76
471,76
472,76
473,76
474,76
475,76
476,76
477,76
478,76
479,76
480,76
481,77
482,77
483,77
484,77
485,77
486,77
487,77
488,77
489,77
490,77
491,78
492,78
493,78
494,78
495,78
496,78
497,79
498,79
499,79
500,79
501,79
502,79
503,79
504,79
505,79
506,79
507,79
508,79
509,79
510,79
511,79
512,79
513,79
514,79
515,79
516,79
517,79
518,79
519,79
520,79
521,79
522,79
523,79
524,79
525,79
526,79
527,79
528,79
529,79
530,79
531,79
532,79
533,79
534,79
535,79
536,79
537,79
538,79
539,79
540,79
541,79
542,79
543,79
544,79
545,79
546,79
547,79
548,79
549,79
550,79
551,79
552,79
553,79
554,79
555,79
556,79
557,79
558,79
559,79
560,79
561,79
562,79
563,79
564,79
565,79
566,79
567,79
568,79
569,79
570,79
571,79
572,79
573,79
574,79
575,79
576,79
577,79
578,79
579,79
580,79
581,79
582,79
583,79
584,79
585,79
586,79
587,79
588,79
589,79
590,79
591,79
592,79
593,79
594,79
595,79
596,79
597,79
598,79
599,79
600,79
