Timestep,Throughput
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,3
15,3
16,3
17,3
18,5
19,5
20,5
21,5
22,5
23,5
24,5
25,5
26,5
27,5
28,5
29,5
30,5
31,5
32,5
33,5
34,5
35,5
36,5
37,5
38,5
39,5
40,5
41,5
42,5
43,5
44,6
45,6
46,6
47,6
48,7
49,8
50,8
51,8
52,8
53,8
54,8
55,8
56,9
57,9
58,9
59,9
60,9
61,9
62,9
63,9
64,9
65,9
66,9
67,9
68,10
69,10
70,10
71,10
72,10
73,10
74,10
75,10
76,10
77,10
78,10
79,10
80,10
81,10
82,10
83,11
84,13
85,13
86,13
87,13
88,13
89,13
90,13
91,13
92,13
93,13
94,13
95,13
96,14
97,14
98,14
99,14
100,14
101,14
102,14
103,14
104,14
105,14
106,14
107,14
108,14
109,14
110,14
111,14
112,14
113,14
114,14
115,14
116,14
117,14
118,14
119,14
120,14
121,14
122,14
123,15
124,15
125,15
126,15
127,15
128,15
129,15
130,15
131,16
132,16
133,18
134,18
135,18
136,18
137,20
138,20
139,20
140,20
141,20
142,20
143,22
144,22
145,22
146,22
147,22
148,22
149,22
150,22
151,22
152,22
153,22
154,22
155,22
156,22
157,22
158,22
159,22
160,22
161,22
162,22
163,22
164,23
165,23
166,23
167,23
168,23
169,23
170,23
171,24
172,25
173,27
174,27
175,27
176,27
177,27
178,27
179,27
180,27
181,27
182,27
183,29
184,29
185,29
186,29
187,29
188,29
189,29
190,29
191,29
192,29
193,29
194,29
195,31
196,31
197,31
198,31
199,31
200,31
201,31
202,31
203,31
204,31
205,31
206,31
207,33
208,33
209,33
210,33
211,34
212,35
213,37
214,37
215,37
216,37
217,37
218,37
219,37
220,37
221,37
222,37
223,38
224,38
225,38
226,38
227,38
228,38
229,38
230,39
231,39
232,39
233,39
234,39
235,39
236,39
237,40
238,41
239,41
240,41
241,41
242,41
243,41
244,41
245,41
246,42
247,42
248,42
249,42
250,42
251,44
252,45
253,47
254,47
255,47
256,47
257,47
258,47
259,47
260,47
261,47
262,47
263,47
264,47
265,47
266,47
267,47
