Timestep,Throughput
1,0
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
24,2
25,2
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,2
34,2
35,2
36,2
37,2
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,2
46,2
47,2
48,2
49,2
50,2
51,2
52,2
53,2
54,2
55,2
56,2
57,2
58,2
59,2
60,2
61,2
62,2
63,2
64,2
65,2
66,2
67,2
68,2
69,2
70,2
71,2
72,3
73,3
74,3
75,3
76,3
77,3
78,3
79,3
80,3
81,3
82,4
83,4
84,4
85,4
86,4
87,4
88,4
89,4
90,4
91,4
92,4
93,4
94,4
95,4
96,4
97,4
98,4
99,4
100,4
101,4
102,4
103,4
104,4
105,4
106,4
107,4
108,4
109,4
110,4
111,4
112,4
113,4
114,4
115,4
116,4
117,4
118,4
119,4
120,4
121,4
122,4
123,4
124,4
125,4
126,4
127,4
128,4
129,4
130,4
131,4
132,4
133,4
134,4
135,4
136,4
137,4
138,4
139,4
140,4
141,4
142,4
143,4
144,4
145,4
146,4
147,4
148,4
149,4
150,4
151,4
152,4
153,4
154,4
155,4
156,4
157,4
158,4
159,4
160,4
161,4
162,4
163,4
164,4
165,4
166,4
167,4
168,4
169,4
170,4
171,4
172,4
173,4
174,4
175,4
176,4
177,4
178,4
179,4
180,4
181,4
182,4
183,4
184,4
185,4
186,4
187,4
188,4
189,4
190,4
191,4
192,4
193,4
194,4
195,4
196,4
197,4
198,4
199,4
200,4
201,4
202,4
203,4
204,4
205,4
206,4
207,4
208,4
209,4
210,4
211,4
212,4
213,4
214,4
215,4
216,4
217,4
218,4
219,4
220,4
221,4
222,4
223,4
224,4
225,4
226,4
227,4
228,4
229,4
230,4
231,4
232,4
233,4
234,4
235,4
236,4
237,4
238,4
239,4
240,4
241,4
242,5
243,5
244,5
245,5
246,5
247,5
248,5
249,5
250,5
251,5
252,6
253,6
254,6
255,6
256,6
257,6
258,6
259,6
260,6
261,6
262,7
263,7
264,7
265,7
266,7
267,7
268,7
269,7
270,7
271,7
272,8
273,8
274,8
275,8
276,8
277,8
278,8
279,8
280,8
281,8
282,9
283,9
284,9
285,9
286,9
287,9
288,9
289,9
290,9
291,9
292,10
293,10
294,10
295,10
296,10
297,10
298,10
299,10
300,10
301,10
302,11
303,11
304,11
305,11
306,11
307,11
308,11
309,11
310,11
311,11
312,12
313,12
314,12
315,12
316,12
317,12
318,12
319,12
320,12
321,12
322,13
323,13
324,13
325,13
326,13
327,13
328,13
329,13
330,13
331,13
332,14
333,14
334,14
335,14
336,14
337,14
338,14
339,14
340,14
341,14
342,15
343,15
344,15
345,15
346,15
347,15
348,15
349,15
350,15
351,15
352,16
353,17
354,17
355,17
356,17
357,17
358,17
359,17
360,17
361,17
362,18
363,19
364,19
365,19
366,19
367,19
368,19
369,19
370,19
371,19
372,20
373,20
374,20
375,20
376,20
377,20
378,20
379,20
380,20
381,20
382,21
383,21
384,21
385,21
386,21
387,21
388,21
389,21
390,21
391,21
392,22
393,22
394,22
395,22
396,22
397,22
398,22
399,22
400,22
401,22
402,22
403,22
404,22
405,22
406,22
407,22
408,22
409,22
410,22
411,22
412,22
413,22
414,22
415,22
416,22
417,22
418,22
