Timestep,Throughput
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,1
9,1
10,1
11,1
12,2
13,2
14,2
15,2
16,2
17,2
18,3
19,3
20,3
21,3
22,4
23,4
24,4
25,4
26,4
27,4
28,5
29,5
30,5
31,5
32,5
33,5
34,5
35,5
36,5
37,5
38,7
39,7
40,7
41,7
42,7
43,7
44,7
45,7
46,7
47,7
48,9
49,9
50,9
51,9
52,9
53,9
54,9
55,9
56,9
57,9
58,11
59,12
60,12
61,12
62,12
63,12
64,12
65,12
66,12
67,12
68,14
69,15
70,15
71,15
72,15
73,15
74,15
75,15
76,15
77,15
78,17
79,18
80,18
81,18
82,18
83,18
84,18
85,18
86,18
87,18
88,20
89,21
90,21
91,21
92,21
93,21
94,21
95,21
96,21
97,21
98,23
99,24
100,24
101,24
102,24
103,25
104,25
105,25
106,25
107,25
108,26
109,27
110,27
111,27
112,27
113,28
114,28
115,28
116,28
117,28
118,29
119,30
120,30
121,30
122,30
123,31
124,31
125,31
126,31
127,31
128,32
129,33
130,33
131,33
132,33
133,34
134,34
135,34
136,34
137,34
138,35
139,35
140,35
141,35
142,35
143,35
144,35
145,35
146,35
147,35
148,36
149,36
150,36
151,36
152,36
153,36
154,36
155,36
156,36
157,36
158,37
159,37
160,37
161,37
162,37
163,37
164,37
165,37
166,37
167,37
168,38
169,38
170,38
171,38
172,38
173,38
174,38
175,38
176,38
177,38
178,38
179,39
180,40
181,40
182,40
183,40
184,40
185,40
186,40
187,40
188,40
189,41
190,42
191,42
192,42
193,42
194,42
195,42
196,42
197,42
198,42
199,43
200,44
201,44
202,44
203,44
204,44
205,44
206,44
207,44
208,44
209,45
210,46
211,46
212,46
213,46
214,46
215,46
216,46
217,46
218,46
219,47
220,48
221,48
222,48
223,48
224,48
225,48
226,48
227,48
228,48
229,49
230,50
231,50
232,50
233,50
234,50
235,50
236,50
237,50
238,50
239,51
240,52
241,52
242,52
243,52
244,52
245,52
246,52
247,52
248,52
249,53
250,54
251,54
252,54
253,54
254,54
255,54
256,54
257,54
258,54
259,55
260,56
261,56
262,56
263,56
264,56
265,56
266,56
267,56
268,56
269,57
270,58
271,58
272,58
273,59
274,59
275,59
276,59
277,59
278,59
279,60
